token	freq	tier	category	suggestion
blairsden	28	high_freq	NAMELIKE	
calpella	28	high_freq	TYPO	capella
caltforma	28	high_freq	NAMELIKE	
cceeeeeeee	28	high_freq	NOISE	
eceeeee	28	high_freq	NOISE	
forty-fiftil	28	high_freq	NAMELIKE	
housecars	28	high_freq	NAMELIKE	
iccal	28	high_freq	NAMELIKE	
innds	28	high_freq	TYPO	inns
iting	28	high_freq	TYPO	ting
joaned	28	high_freq	TYPO	loaned
lindheim	28	high_freq	NAMELIKE	
londs	28	high_freq	TYPO	bonds
nonadversarial	28	high_freq	NAMELIKE	
nonfire	28	high_freq	TYPO	bonfire
nonoffending	28	high_freq	NAMELIKE	
nonschoolday	28	high_freq	NAMELIKE	
nonsupervisory	28	high_freq	NAMELIKE	
offoct	28	high_freq	NAMELIKE	
phenmetrazine	28	high_freq	NAMELIKE	
policv	28	high_freq	TYPO	police
porary	28	high_freq	FRAGMENT	temporary
receivec	28	high_freq	TYPO	receive
repiled	28	high_freq	TYPO	reviled
replanking	28	high_freq	NAMELIKE	
seeeeeee	28	high_freq	NOISE	
sehoo	28	high_freq	TYPO	shoo
stituted	28	high_freq	FRAGMENT	substituted
szcrron	28	high_freq	GARBLE	
tigation	28	high_freq	TYPO	ligation
transue	28	high_freq	NAMELIKE	
ulations	28	high_freq	FRAGMENT	tribulations
vanpooling	28	high_freq	NAMELIKE	
vowers	28	high_freq	TYPO	bowers
xame	28	high_freq	TYPO	ame
appropriahereby	27	high_freq	NAMELIKE	
bohnett	27	high_freq	NAMELIKE	
bxc	27	high_freq	TYPO	xc
calnet	27	high_freq	NAMELIKE	
cccceeeee	27	high_freq	NOISE	
cholame	27	high_freq	NAMELIKE	
comties	27	high_freq	TYPO	commies
dattier	27	high_freq	NAMELIKE	
dizmar	27	high_freq	NAMELIKE	
dolwig	27	high_freq	NAMELIKE	
eeeeeeeeeees	27	high_freq	NOISE	
enees	27	high_freq	TYPO	knees
ficer	27	high_freq	TYPO	nicer
fiftytwo	27	high_freq	NAMELIKE	
fléchette	27	high_freq	NAMELIKE	
fortysix	27	high_freq	NAMELIKE	
hemapheresis	27	high_freq	NAMELIKE	
iuled	27	high_freq	TYPO	ruled
jender	27	high_freq	TYPO	ender
jority	27	high_freq	FRAGMENT	majority
markleeville	27	high_freq	NAMELIKE	
meludes	27	high_freq	TYPO	eludes
moucy	27	high_freq	NAMELIKE	
noncompensable	27	high_freq	NAMELIKE	
nondeductibility	27	high_freq	NAMELIKE	
nonownership	27	high_freq	NAMELIKE	
nonspouse	27	high_freq	NAMELIKE	
oight	27	high_freq	TYPO	ight
palities	27	high_freq	FRAGMENT	municipalities
payab	27	high_freq	FRAGMENT	payable
quict	27	high_freq	TYPO	quit
scem	27	high_freq	TYPO	cem
stantial	27	high_freq	FRAGMENT	substantial
superindred	27	high_freq	NAMELIKE	
sveh	27	high_freq	TYPO	sven
tious	27	high_freq	TYPO	tous
whoin	27	high_freq	NAMELIKE	
airbill	26	high_freq	NAMELIKE	
aitangemenl	26	high_freq	NAMELIKE	
cervantez	26	high_freq	TYPO	cervantes
cighty-six	26	high_freq	NAMELIKE	
ecurt	26	high_freq	TYPO	curt
effee	26	high_freq	TYPO	effie
ensation	26	high_freq	TYPO	sensation
entrymen	26	high_freq	NAMELIKE	
ereee	26	high_freq	GARBLE	
forin	26	high_freq	TYPO	orin
furmsh	26	high_freq	GARBLE	
heremabove	26	high_freq	NAMELIKE	
icgal	26	high_freq	NAMELIKE	
jamacha	26	high_freq	NAMELIKE	
jeading	26	high_freq	TYPO	beading
licutenant-governor	26	high_freq	NAMELIKE	
limt	26	high_freq	TYPO	imt
loast	26	high_freq	TYPO	last
narne	26	high_freq	TYPO	arne
nommation	26	high_freq	NAMELIKE	
nongeneral	26	high_freq	NAMELIKE	
nonhalogenated	26	high_freq	NAMELIKE	
nonregulatory	26	high_freq	NAMELIKE	
nonrenew	26	high_freq	NAMELIKE	
nonvested	26	high_freq	NAMELIKE	
nutgrass	26	high_freq	NAMELIKE	
officet	26	high_freq	TYPO	office
peliee	26	high_freq	GARBLE	
pistnet	26	high_freq	NAMELIKE	
rehrement	26	high_freq	NAMELIKE	
schabarum	26	high_freq	NAMELIKE	
sessed	26	high_freq	TYPO	messed
sonally	26	high_freq	FRAGMENT	seasonally
stepc	26	high_freq	TYPO	step
vahd	26	high_freq	NAMELIKE	
vrade	26	high_freq	TYPO	grade
wauerras	26	high_freq	NAMELIKE	
wauerzas	26	high_freq	NAMELIKE	
wuenrzas	26	high_freq	NAMELIKE	
wuere	26	high_freq	TYPO	were
xill	26	high_freq	TYPO	ill
anpum	25	high_freq	TYPO	annum
audito	25	high_freq	TYPO	audio
bandred	25	high_freq	TYPO	banded
buchon	25	high_freq	TYPO	buchan
buspools	25	high_freq	NAMELIKE	
ccceeeeeee	25	high_freq	NOISE	
ccceeeeeeee	25	high_freq	NOISE	
cnav	25	high_freq	TYPO	nav
condemnor	25	high_freq	NAMELIKE	
criginal	25	high_freq	TYPO	original
decocainized	25	high_freq	NAMELIKE	
deerned	25	high_freq	NAMELIKE	
ditional	25	high_freq	FRAGMENT	traditional
dstnet	25	high_freq	GARBLE	
eable	25	high_freq	TYPO	able
eards	25	high_freq	TYPO	ards
eeeneeeeeee	25	high_freq	NOISE	
exnended	25	high_freq	TYPO	expended
ficial	25	high_freq	TYPO	facial
fitate	25	high_freq	NAMELIKE	
flushometer	25	high_freq	NAMELIKE	
francisen	25	high_freq	NAMELIKE	
furbearing	25	high_freq	NAMELIKE	
ilarbor	25	high_freq	NAMELIKE	
indorsee	25	high_freq	TYPO	indorser
iret	25	high_freq	TYPO	ret
kelloggvoorhis	25	high_freq	NAMELIKE	
knopki	25	high_freq	NAMELIKE	
nisene	25	high_freq	TYPO	nicene
nondiagnostic	25	high_freq	NAMELIKE	
nonearthen	25	high_freq	NAMELIKE	
nonforwardable	25	high_freq	NAMELIKE	
nonprivileged	25	high_freq	NAMELIKE	
offhighway	25	high_freq	NAMELIKE	
panama-pacifie	25	high_freq	NAMELIKE	
phenazocine	25	high_freq	NAMELIKE	
plaus	25	high_freq	TYPO	plus
pohce	25	high_freq	TYPO	ponce
pubbeation	25	high_freq	NAMELIKE	
sbali	25	high_freq	TYPO	bali
serip	25	high_freq	TYPO	seri
sinsheimer	25	high_freq	NAMELIKE	
stepb	25	high_freq	TYPO	step
subgrants	25	high_freq	NAMELIKE	
subregistrar	25	high_freq	NAMELIKE	
therchy	25	high_freq	GARBLE	
thirty-cighth	25	high_freq	GARBLE	
tted	25	high_freq	TYPO	ted
uation	25	high_freq	TYPO	cation
watergates	25	high_freq	TYPO	watergate
wuenrras	25	high_freq	NAMELIKE	
aguanga	24	high_freq	NAMELIKE	
allcounty	24	high_freq	NAMELIKE	
anileridine	24	high_freq	NAMELIKE	
appropra	24	high_freq	NAMELIKE	
cightoon	24	high_freq	NAMELIKE	
cless	24	high_freq	TYPO	less
compotent	24	high_freq	TYPO	competent
delnery	24	high_freq	NAMELIKE	
disincorporating	24	high_freq	NAMELIKE	
eeeeeeeeeeeeeeee	24	high_freq	NOISE	
eeneeeee	24	high_freq	NOISE	
eeneneeeeereees	24	high_freq	NOISE	
emment	24	high_freq	TYPO	emmet
excludible	24	high_freq	NAMELIKE	
famihes	24	high_freq	TYPO	famines
fective	24	high_freq	TYPO	festive
hghting	24	high_freq	GARBLE	
innd	24	high_freq	TYPO	ind
isomethadone	24	high_freq	NAMELIKE	
jation	24	high_freq	TYPO	cation
levorphanol	24	high_freq	NAMELIKE	
llagas	24	high_freq	TYPO	llamas
maiter	24	high_freq	TYPO	mater
mtended	24	high_freq	TYPO	tended
multiphed	24	high_freq	NAMELIKE	
nardino	24	high_freq	FRAGMENT	bernardino
neld	24	high_freq	TYPO	ned
nonrenewed	24	high_freq	NAMELIKE	
nonseverely	24	high_freq	NAMELIKE	
phenylcyclohexyl	24	high_freq	GARBLE	
piminodine	24	high_freq	NAMELIKE	
preproject	24	high_freq	NAMELIKE	
riod	24	high_freq	TYPO	rod
staic	24	high_freq	TYPO	stoic
tiguous	24	high_freq	FRAGMENT	contiguous
timpany	24	high_freq	NAMELIKE	
tuted	24	high_freq	TYPO	muted
wnere	24	high_freq	TYPO	were
wuenrsas	24	high_freq	NAMELIKE	
appheants	23	high_freq	NAMELIKE	
appheatio	23	high_freq	NAMELIKE	
bezitramide	23	high_freq	NAMELIKE	
buspool	23	high_freq	NAMELIKE	
cludes	23	high_freq	TYPO	clues
cuoar	23	high_freq	NAMELIKE	
decom	23	high_freq	TYPO	deco
delaveaga	23	high_freq	NAMELIKE	
deputyships	23	high_freq	NAMELIKE	
determinec	23	high_freq	TYPO	determine
devisadero	23	high_freq	NAMELIKE	
devree	23	high_freq	TYPO	decree
disposa	23	high_freq	TYPO	dispose
eeneneeee	23	high_freq	NOISE	
eenes	23	high_freq	TYPO	genes
fayor	23	high_freq	TYPO	mayor
forty-cighth	23	high_freq	GARBLE	
governmg	23	high_freq	NAMELIKE	
hereinahove	23	high_freq	NAMELIKE	
hydroxy-nordihydromorphinone	23	high_freq	NAMELIKE	
navable	23	high_freq	NAMELIKE	
nember	23	high_freq	TYPO	ember
niehouse	23	high_freq	GARBLE	
nonmonetized	23	high_freq	NAMELIKE	
nonqualifying	23	high_freq	NAMELIKE	
oblberg	23	high_freq	NAMELIKE	
perlette	23	high_freq	NAMELIKE	
providea	23	high_freq	TYPO	provide
redrilled	23	high_freq	NAMELIKE	
rehabili	23	high_freq	FRAGMENT	rehabilitate
represa	23	high_freq	TYPO	repress
rerecordation	23	high_freq	NAMELIKE	
resubmittal	23	high_freq	NAMELIKE	
rnore	23	high_freq	TYPO	snore
seeree	23	high_freq	GARBLE	
sirth	23	high_freq	TYPO	sith
sixty-threc	23	high_freq	GARBLE	
strohecker	23	high_freq	NAMELIKE	
thirty-siath	23	high_freq	NAMELIKE	
tirey	23	high_freq	TYPO	trey
veyance	23	high_freq	FRAGMENT	conveyance
accumu	22	high_freq	FRAGMENT	accumulate
adupt	22	high_freq	TYPO	adapt
alphaprodine	22	high_freq	NAMELIKE	
annuni	22	high_freq	NAMELIKE	
assoon	22	high_freq	TYPO	bassoon
ccecee	22	high_freq	NAMELIKE	
ceeeeeeeeeee	22	high_freq	NOISE	
chetcuti	22	high_freq	NAMELIKE	
craprer	22	high_freq	NAMELIKE	
cusanovich	22	high_freq	NAMELIKE	
dextrorphan	22	high_freq	NAMELIKE	
erypt	22	high_freq	TYPO	crypt
felando	22	high_freq	NAMELIKE	
foothill-deanza	22	high_freq	NAMELIKE	
heisinger	22	high_freq	NAMELIKE	
hourd	22	high_freq	TYPO	hurd
huichica	22	high_freq	NAMELIKE	
inbor	22	high_freq	TYPO	inbox
isonipecaine	22	high_freq	NAMELIKE	
lowincome	22	high_freq	NAMELIKE	
mvolving	22	high_freq	TYPO	evolving
nonamortized	22	high_freq	NAMELIKE	
nonstakes	22	high_freq	NAMELIKE	
pizzutello	22	high_freq	NAMELIKE	
poundkeepers	22	high_freq	NAMELIKE	
prelimi	22	high_freq	TYPO	prelim
rapozo	22	high_freq	NAMELIKE	
recla	22	high_freq	FRAGMENT	reclaim
seald	22	high_freq	TYPO	seal
siaty-three	22	high_freq	NAMELIKE	
slature	22	high_freq	TYPO	stature
slong	22	high_freq	TYPO	long
subcounty	22	high_freq	NAMELIKE	
sxcrron	22	high_freq	GARBLE	
taxley	22	high_freq	TYPO	talley
terested	22	high_freq	FRAGMENT	interested
thuse	22	high_freq	TYPO	thus
tillermen	22	high_freq	NAMELIKE	
tioner	22	high_freq	TYPO	toner
tuffree	22	high_freq	NAMELIKE	
tvne	22	high_freq	TYPO	tvn
zoveinot	22	high_freq	NAMELIKE	
ained	21	high_freq	TYPO	dined
anyeles	21	high_freq	TYPO	angeles
approprla	21	high_freq	NAMELIKE	
arnum	21	high_freq	TYPO	annum
asacondition	21	high_freq	NAMELIKE	
batiquitos	21	high_freq	NAMELIKE	
behool	21	high_freq	NAMELIKE	
beneht	21	high_freq	NAMELIKE	
bitect	21	high_freq	NAMELIKE	
cahtornia	21	high_freq	NAMELIKE	
ccccceeee	21	high_freq	NOISE	
comy	21	high_freq	TYPO	coy
crection	21	high_freq	TYPO	erection
cuaprerr	21	high_freq	NAMELIKE	
cytotechnologists	21	high_freq	NAMELIKE	
dextropropoxyphene	21	high_freq	NAMELIKE	
dinary	21	high_freq	TYPO	diary
eecee	21	high_freq	TYPO	emcee
eeeeeeeeeeeees	21	high_freq	NOISE	
eeeeneeee	21	high_freq	NOISE	
eightytwo	21	high_freq	NAMELIKE	
elijo	21	high_freq	TYPO	elio
eome	21	high_freq	TYPO	ome
fendant	21	high_freq	TYPO	pendant
ficate	21	high_freq	FRAGMENT	pontificate
gompensa	21	high_freq	NAMELIKE	
hicle	21	high_freq	FRAGMENT	vehicle
hsted	21	high_freq	TYPO	hated
ioint	21	high_freq	TYPO	joint
islative	21	high_freq	FRAGMENT	legislative
metazocine	21	high_freq	NAMELIKE	
msurers	21	high_freq	NAMELIKE	
mudsuckers	21	high_freq	NAMELIKE	
nondepositary	21	high_freq	NAMELIKE	
nonelderly	21	high_freq	NAMELIKE	
nonformulary	21	high_freq	NAMELIKE	
nonovertime	21	high_freq	NAMELIKE	
notwithstand	21	high_freq	FRAGMENT	notwithstanding
nses	21	high_freq	TYPO	ses
onetenth	21	high_freq	NAMELIKE	
parls	21	high_freq	TYPO	pals
ployés	21	high_freq	GARBLE	
preimprisonment	21	high_freq	NAMELIKE	
seeees	21	high_freq	NOISE	
szorton	21	high_freq	NAMELIKE	
teeta	21	high_freq	TYPO	geeta
tering	21	high_freq	TYPO	bering
terrns	21	high_freq	TYPO	terns
tracted	21	high_freq	TYPO	traced
urgenev	21	high_freq	NAMELIKE	
vated	21	high_freq	TYPO	dated
vouth	21	high_freq	TYPO	louth
woder	21	high_freq	TYPO	oder
xiil	21	high_freq	TYPO	xii
yood	21	high_freq	TYPO	ood
appomtmen	20	high_freq	NAMELIKE	
atplao	20	high_freq	NAMELIKE	
atrect	20	high_freq	NAMELIKE	
benzilate	20	high_freq	NAMELIKE	
beope	20	high_freq	NAMELIKE	
bocly	20	high_freq	NAMELIKE	
carners	20	high_freq	TYPO	carers
clusion	20	high_freq	FRAGMENT	occlusion
clvi	20	high_freq	TYPO	cli
cmra	20	high_freq	TYPO	mra
comsetuction	20	high_freq	NAMELIKE	
coowned	20	high_freq	TYPO	crowned
copermittee	20	high_freq	NAMELIKE	
corrugata	20	high_freq	NAMELIKE	
creden	20	high_freq	FRAGMENT	credence
cxxix	20	high_freq	NAMELIKE	
eeneeeeeeeees	20	high_freq	NOISE	
eenees	20	high_freq	GARBLE	
eense	20	high_freq	TYPO	dense
ency	20	high_freq	TYPO	envy
eneneeeeereees	20	high_freq	NOISE	
erage	20	high_freq	TYPO	rage
erative	20	high_freq	FRAGMENT	deliberative
ereeee	20	high_freq	NOISE	
erented	20	high_freq	TYPO	rented
eserves	20	high_freq	TYPO	serves
exeeptions	20	high_freq	TYPO	exceptions
fature	20	high_freq	TYPO	mature
fecble-minded	20	high_freq	NAMELIKE	
fortv	20	high_freq	TYPO	fort
forty-fourtil	20	high_freq	NAMELIKE	
fpuled	20	high_freq	TYPO	fouled
habihty	20	high_freq	NAMELIKE	
hesis	20	high_freq	TYPO	hess
hydrochlorofluorocarbon	20	high_freq	NAMELIKE	
ishment	20	high_freq	FRAGMENT	refurbishment
joeal	20	high_freq	TYPO	joel
joval	20	high_freq	TYPO	oval
kennick	20	high_freq	NAMELIKE	
kumeyaay	20	high_freq	NAMELIKE	
lazzaretto	20	high_freq	NAMELIKE	
licensec	20	high_freq	TYPO	license
mocting	20	high_freq	TYPO	mocking
mpose	20	high_freq	TYPO	pose
n-acetylanthranilic	20	high_freq	NAMELIKE	
nelac	20	high_freq	NAMELIKE	
neneneeee	20	high_freq	NOISE	
nioney	20	high_freq	NAMELIKE	
noncharter	20	high_freq	NAMELIKE	
nondegree	20	high_freq	NAMELIKE	
nonpotentially	20	high_freq	NAMELIKE	
nonretail	20	high_freq	NAMELIKE	
nonsalary	20	high_freq	NAMELIKE	
obtaming	20	high_freq	NAMELIKE	
oneeighth	20	high_freq	NAMELIKE	
ovory	20	high_freq	TYPO	ivory
paicl	20	high_freq	TYPO	pail
penasquitos	20	high_freq	NAMELIKE	
porter-sesnon	20	high_freq	NAMELIKE	
procharter	20	high_freq	NAMELIKE	
puddingstone	20	high_freq	NAMELIKE	
saultry	20	high_freq	TYPO	sultry
sbdcs	20	high_freq	GARBLE	
scce	20	high_freq	TYPO	scc
seorton	20	high_freq	NAMELIKE	
srorton	20	high_freq	NAMELIKE	
sults	20	high_freq	TYPO	cults
talawa	20	high_freq	NAMELIKE	
taxen	20	high_freq	TYPO	taken
thereun	20	high_freq	TYPO	therein
twenty-fivo	20	high_freq	NAMELIKE	
unty	20	high_freq	TYPO	unt
valleyeast	20	high_freq	NAMELIKE	
veyed	20	high_freq	TYPO	eyed
viously	20	high_freq	FRAGMENT	obviously
weisenthal	20	high_freq	NAMELIKE	
administrathot	19	high_freq	NAMELIKE	
appheatior	19	high_freq	NAMELIKE	
becorne	19	high_freq	NAMELIKE	
bilhon	19	high_freq	NAMELIKE	
biscailuz	19	high_freq	NAMELIKE	
britschgi	19	high_freq	NAMELIKE	
calstart	19	high_freq	NAMELIKE	
caponette	19	high_freq	NAMELIKE	
cceeeeeeeee	19	high_freq	NOISE	
ccxi	19	high_freq	TYPO	cci
cighty-cight	19	high_freq	GARBLE	
cighty-four	19	high_freq	NAMELIKE	
clared	19	high_freq	TYPO	cared
cntilled	19	high_freq	NAMELIKE	
conercte	19	high_freq	NAMELIKE	
crar	19	high_freq	TYPO	rar
cxcvi	19	high_freq	NAMELIKE	
cxxvi	19	high_freq	NAMELIKE	
cxxxix	19	high_freq	GARBLE	
desoxyephedrine	19	high_freq	NAMELIKE	
didates	19	high_freq	FRAGMENT	candidates
eame	19	high_freq	TYPO	ame
earricr	19	high_freq	NAMELIKE	
eeeeeeeeeeees	19	high_freq	NOISE	
ennum	19	high_freq	TYPO	annum
exudations	19	high_freq	NAMELIKE	
fiye	19	high_freq	TYPO	fie
ghpp	19	high_freq	GARBLE	
honality	19	high_freq	TYPO	tonality
htigation	19	high_freq	NAMELIKE	
imtiative	19	high_freq	NAMELIKE	
issuecl	19	high_freq	NAMELIKE	
koverman	19	high_freq	NAMELIKE	
lecting	19	high_freq	TYPO	letting
maximuin	19	high_freq	NAMELIKE	
misassignments	19	high_freq	NAMELIKE	
monumented	19	high_freq	NAMELIKE	
nbers	19	high_freq	NAMELIKE	
neering	19	high_freq	TYPO	deering
noncharging	19	high_freq	NAMELIKE	
nonlicensees	19	high_freq	NAMELIKE	
nonrancid	19	high_freq	NAMELIKE	
nually	19	high_freq	FRAGMENT	manually
oftive	19	high_freq	NAMELIKE	
onefortieth	19	high_freq	NAMELIKE	
onment	19	high_freq	FRAGMENT	abandonment
piumas	19	high_freq	TYPO	pumas
pliance	19	high_freq	FRAGMENT	compliance
ployer	19	high_freq	TYPO	player
quiniela	19	high_freq	GARBLE	
racts	19	high_freq	TYPO	acts
reaqa	19	high_freq	NAMELIKE	
recreationa	19	high_freq	TYPO	recreation
reinjection	19	high_freq	NAMELIKE	
senl	19	high_freq	TYPO	snl
short-dovle	19	high_freq	NAMELIKE	
stanislans	19	high_freq	TYPO	stanislas
statos	19	high_freq	TYPO	stats
sules	19	high_freq	TYPO	sues
surn	19	high_freq	TYPO	urn
therco	19	high_freq	TYPO	thermo
thermalito	19	high_freq	NAMELIKE	
tifieate	19	high_freq	GARBLE	
tinnin	19	high_freq	TYPO	tannin
tutional	19	high_freq	FRAGMENT	institutional
ultrapasteurized	19	high_freq	NAMELIKE	
umne	19	high_freq	TYPO	une
vearly	19	high_freq	TYPO	early
wuenrgas	19	high_freq	NAMELIKE	
xita	19	high_freq	TYPO	ita
acerne	18	high_freq	NAMELIKE	
alarch	18	high_freq	TYPO	larch
amonaem	18	high_freq	NAMELIKE	
appropriatec	18	high_freq	TYPO	appropriate
benent	18	high_freq	TYPO	bennet
benents	18	high_freq	NAMELIKE	
berkemeyer	18	high_freq	NAMELIKE	
bioanalysts	18	high_freq	NAMELIKE	
boncls	18	high_freq	GARBLE	
buve	18	high_freq	TYPO	juve
cclx	18	high_freq	TYPO	ccl
ccxix	18	high_freq	NAMELIKE	
ceceeee	18	high_freq	NOISE	
cessive	18	high_freq	FRAGMENT	successive
chnic	18	high_freq	TYPO	chic
clxvi	18	high_freq	NAMELIKE	
clxxx	18	high_freq	GARBLE	
comphanee	18	high_freq	NAMELIKE	
contams	18	high_freq	NAMELIKE	
contmued	18	high_freq	NAMELIKE	
cooper-molera	18	high_freq	NAMELIKE	
crannell	18	high_freq	NAMELIKE	
cxcii	18	high_freq	NAMELIKE	
cxii	18	high_freq	TYPO	xii
cxlix	18	high_freq	NAMELIKE	
cxxxiv	18	high_freq	GARBLE	
deanza	18	high_freq	TYPO	deanna
defosset	18	high_freq	NAMELIKE	
dstnets	18	high_freq	GARBLE	
duiy	18	high_freq	TYPO	diy
dumng	18	high_freq	TYPO	dung
ecia	18	high_freq	TYPO	cia
eeeeeeeeeeeeeeeee	18	high_freq	NOISE	
eeeene	18	high_freq	NOISE	
ehmuinating	18	high_freq	NAMELIKE	
eont	18	high_freq	TYPO	ont
erento	18	high_freq	NAMELIKE	
facic	18	high_freq	TYPO	facie
fered	18	high_freq	TYPO	fred
fessional	18	high_freq	FRAGMENT	confessional
forty-fipth	18	high_freq	GARBLE	
fredonyer	18	high_freq	NAMELIKE	
hederacea	18	high_freq	NAMELIKE	
highty-first	18	high_freq	GARBLE	
hling	18	high_freq	TYPO	ling
housmg	18	high_freq	NAMELIKE	
ihere	18	high_freq	TYPO	here
iments	18	high_freq	FRAGMENT	impediments
iwenty-second	18	high_freq	NAMELIKE	
jacumba	18	high_freq	NAMELIKE	
leasc	18	high_freq	TYPO	lease
mder	18	high_freq	TYPO	der
nonconsumer	18	high_freq	NAMELIKE	
nondegenerative	18	high_freq	NAMELIKE	
nontraffic	18	high_freq	NAMELIKE	
ocjp	18	high_freq	TYPO	ocp
oilice	18	high_freq	GARBLE	
onstruction	18	high_freq	TYPO	instruction
oshpd	18	high_freq	NAMELIKE	
pereentum	18	high_freq	NAMELIKE	
perior	18	high_freq	TYPO	prior
polltax	18	high_freq	NAMELIKE	
precrisis	18	high_freq	NAMELIKE	
proamended	18	high_freq	NAMELIKE	
proteet	18	high_freq	TYPO	protect
pubue	18	high_freq	NAMELIKE	
remova	18	high_freq	TYPO	remove
rerefined	18	high_freq	TYPO	redefined
retat	18	high_freq	TYPO	etat
rnake	18	high_freq	TYPO	rake
rolis	18	high_freq	TYPO	polis
saucelito	18	high_freq	NAMELIKE	
settlors	18	high_freq	TYPO	settlers
specul	18	high_freq	FRAGMENT	speculate
subbasins	18	high_freq	NAMELIKE	
suboffices	18	high_freq	NAMELIKE	
supphed	18	high_freq	NAMELIKE	
termot	18	high_freq	TYPO	dermot
threeeighths	18	high_freq	GARBLE	
twoyear	18	high_freq	NAMELIKE	
undenatured	18	high_freq	NAMELIKE	
usive	18	high_freq	FRAGMENT	abusive
viee	18	high_freq	TYPO	vee
weitchpec	18	high_freq	NAMELIKE	
wueenreas	18	high_freq	NAMELIKE	
yold	18	high_freq	TYPO	old
amaavit	17	high_freq	NAMELIKE	
andriano	17	high_freq	TYPO	adriano
approverl	17	high_freq	NAMELIKE	
aqt	17	high_freq	TYPO	qt
atory	17	high_freq	TYPO	tory
busdrivers	17	high_freq	NAMELIKE	
byxbee	17	high_freq	NAMELIKE	
calleguas	17	high_freq	NAMELIKE	
ccccceee	17	high_freq	NOISE	
cciv	17	high_freq	TYPO	civ
clocted	17	high_freq	TYPO	clotted
clxxi	17	high_freq	NAMELIKE	
clxxvi	17	high_freq	GARBLE	
constrnet	17	high_freq	NAMELIKE	
cxcix	17	high_freq	NAMELIKE	
cxlv	17	high_freq	GARBLE	
cxxi	17	high_freq	TYPO	xxi
cxxiv	17	high_freq	TYPO	xxiv
damsites	17	high_freq	NAMELIKE	
declarec	17	high_freq	TYPO	declare
dential	17	high_freq	TYPO	denial
deterinine	17	high_freq	NAMELIKE	
dimethoxy-alpha-methylphenethylamine	17	high_freq	NAMELIKE	
eceeeeeee	17	high_freq	NOISE	
eeeeeeeeeeeeeeeeee	17	high_freq	NOISE	
eeeneeeeees	17	high_freq	NOISE	
entihes	17	high_freq	NAMELIKE	
erwise	17	high_freq	FRAGMENT	otherwise
etion	17	high_freq	TYPO	tion
euthanasic	17	high_freq	TYPO	euthanasia
euts	17	high_freq	TYPO	uts
evurt	17	high_freq	TYPO	evert
exeepted	17	high_freq	TYPO	excepted
fenee	17	high_freq	TYPO	renee
fiith	17	high_freq	TYPO	faith
glutethimide	17	high_freq	NAMELIKE	
guapys	17	high_freq	NAMELIKE	
indebtednesses	17	high_freq	NAMELIKE	
inelu	17	high_freq	NAMELIKE	
istrative	17	high_freq	FRAGMENT	administrative
jected	17	high_freq	TYPO	ejected
komandorski	17	high_freq	NAMELIKE	
laveaga	17	high_freq	NAMELIKE	
lavor	17	high_freq	TYPO	favor
levoalphacetylmethadol	17	high_freq	NAMELIKE	
levomethorphan	17	high_freq	NAMELIKE	
lienors	17	high_freq	NAMELIKE	
lxxxvi	17	high_freq	GARBLE	
meumbent	17	high_freq	NAMELIKE	
mutualized	17	high_freq	NAMELIKE	
nanees	17	high_freq	TYPO	nantes
necting	17	high_freq	TYPO	nesting
noder	17	high_freq	TYPO	oder
noncompacting	17	high_freq	NAMELIKE	
nonenterprise	17	high_freq	NAMELIKE	
nonhousing	17	high_freq	NAMELIKE	
nonprinted	17	high_freq	NAMELIKE	
nonrecyclable	17	high_freq	NAMELIKE	
nonsafety	17	high_freq	NAMELIKE	
nupa	17	high_freq	TYPO	upa
onetwentieth	17	high_freq	NAMELIKE	
orthoptics	17	high_freq	NAMELIKE	
pentemper	17	high_freq	NAMELIKE	
perey	17	high_freq	TYPO	prey
plovees	17	high_freq	NAMELIKE	
prolongated	17	high_freq	NAMELIKE	
prousions	17	high_freq	NAMELIKE	
reasonab	17	high_freq	FRAGMENT	reasonable
register-pajaronian	17	high_freq	NAMELIKE	
resolut	17	high_freq	TYPO	resolute
rnember	17	high_freq	NAMELIKE	
rorth	17	high_freq	TYPO	roth
schomp	17	high_freq	TYPO	chomp
servec	17	high_freq	TYPO	serve
shaii	17	high_freq	TYPO	shai
siaie	17	high_freq	GARBLE	
sibility	17	high_freq	FRAGMENT	feasibility
siens	17	high_freq	TYPO	sens
sieroty	17	high_freq	NAMELIKE	
srcrton	17	high_freq	GARBLE	
structing	17	high_freq	TYPO	strutting
sulfomethane	17	high_freq	NAMELIKE	
surveyor-gencral	17	high_freq	NAMELIKE	
tablished	17	high_freq	FRAGMENT	established
tenpoint	17	high_freq	NAMELIKE	
tetrahydrocannabinols	17	high_freq	NAMELIKE	
three-cighths	17	high_freq	NAMELIKE	
tocal	17	high_freq	TYPO	focal
toint	17	high_freq	TYPO	tint
ttee	17	high_freq	TYPO	tee
twenty-sizth	17	high_freq	GARBLE	
unincor	17	high_freq	FRAGMENT	unincorporated
valled	17	high_freq	TYPO	valle
veur	17	high_freq	TYPO	eur
vlock	17	high_freq	TYPO	lock
weisbaum	17	high_freq	NAMELIKE	
whule	17	high_freq	TYPO	thule
xcvii	17	high_freq	TYPO	xvii
acjachemen	16	high_freq	NAMELIKE	
acquirec	16	high_freq	TYPO	acquire
adcled	16	high_freq	TYPO	addled
aduit	16	high_freq	TYPO	admit
aesdp	16	high_freq	TYPO	aesop
aiong	16	high_freq	TYPO	along
alosta	16	high_freq	TYPO	acosta
