token	freq	correction	reason
bevond	121	beyond	unique(beyond:7096)
eentum	121	centum	unique(centum:2980)
ceapter	121	chapter	unique(chapter:358685)
sueceeding	120	succeeding	unique(succeeding:9603)
authonty	120	authority	dominant(authority:77459>>anthony:101)
devartment	120	department	unique(department:322917)
sscrion	119	section	dominant(section:1401134>>suction:369)
srorion	119	erosion	dominant(erosion:1058>>orion:9)
appropnation	119	appropriation	dominant(appropriation:39269>>approbation:24)
siats	119	stats	dominant(stats:39154>>seats:638)
amenaed	119	amended	unique(amended:239647)
siath	118	sixth	dominant(sixth:5585>>saith:4)
persous	118	persons	dominant(persons:105811>>perseus:1)
thousund	118	thousand	unique(thousand:115688)
therevf	118	thereof	unique(thereof:160014)
adupted	118	adopted	dominant(adopted:55543>>adapted:437)
eosts	118	costs	dominant(costs:81829>>posts:563)
wuertas	118	whereas	dominant(whereas:32050>>huerta:1)
eyuipment	118	equipment	unique(equipment:34393)
levicd	117	levied	unique(levied:20557)
scll	117	sell	dominant(sell:17073>>sill:81)
reqnired	117	required	unique(required:172879)
proverty	117	property	dominant(property:232058>>poverty:828)
previded	117	provided	dominant(provided:300880>>presided:227)
appomt	117	appoint	dominant(appoint:28939>>rapport:22)
revistered	117	registered	unique(registered:33061)
clector	117	elector	dominant(elector:3939>>lector:517)
busmess	117	business	dominant(business:122102>>buses:811)
wueress	117	whereas	dominant(whereas:32050>>duress:890)
whica	117	which	unique(which:638761)
perscn	117	person	unique(person:339208)
clementary	117	elementary	unique(elementary:12802)
provisious	116	provisions	unique(provisions:211160)
upou	116	upon	dominant(upon:281887>>upolu:0)
peovle	116	people	unique(people:109507)
upun	116	upon	dominant(upon:281887>>pun:538)
connties	116	counties	dominant(counties:53758>>coonties:0)
imterest	116	interest	unique(interest:116850)
amenced	115	amended	dominant(amended:239647>>amerced:2)
commissioncr	115	commissioner	unique(commissioner:58677)
boara	115	board	dominant(board:460792>>boar:188)
subpenaed	115	subpoenaed	unique(subpoenaed:294)
eommission	115	commission	unique(commission:129376)
cesqg	115	cess	dominant(cess:548>>cesar:44)
throngh	114	through	dominant(through:43834>>throng:1)
dircctors	114	directors	unique(directors:36359)
suall	114	shall	dominant(shall:2006583>>small:14032)
pericd	114	period	unique(period:99289)
aleohol	114	alcohol	unique(alcohol:7436)
californin	113	california	dominant(california:322009>>californian:238)
plave	113	place	dominant(place:63421>>plate:3765)
ontitled	113	entitled	dominant(entitled:50404>>untitled:6)
treasuror	113	treasurer	unique(treasurer:44599)
porsons	113	persons	dominant(persons:105811>>poisons:776)
annuin	113	annual	dominant(annual:42476>>annuity:7183)
spevial	113	special	unique(special:80379)
dullars	113	dollars	dominant(dollars:212257>>dullard:0)
thereaiter	113	thereafter	unique(thereafter:34064)
seeond	113	second	unique(second:26568)
bencfit	113	benefit	unique(benefit:36665)
seplember	113	september	unique(september:59602)
appreved	112	approved	unique(approved:173431)
yoar	112	year	dominant(year:248462>>your:4310)
judement	112	judgment	dominant(judgment:44862>>judgement:280)
relicf	112	relief	dominant(relief:11235>>relic:109)
tnis	112	this	dominant(this:1072897>>tais:110)
aecount	112	account	dominant(account:58451>>recount:734)
prorided	112	provided	unique(provided:300880)
dutv	112	duty	unique(duty:33491)
reccipts	111	receipts	unique(receipts:8530)
providcd	111	provided	unique(provided:300880)
wurreas	111	whereas	dominant(whereas:32050>>durras:0)
bonps	111	bonds	dominant(bonds:113404>>bonus:1438)
nanee	111	nance	dominant(nance:3608>>ranee:8)
relatwe	111	relate	unique(relate:2901)
eandidate	111	candidate	unique(candidate:13426)
clistrict	111	district	dominant(district:378970>>constrict:17)
familv	111	family	unique(family:30153)
suppott	111	support	unique(support:70908)
jeave	110	leave	dominant(leave:11480>>eave:24)
applicd	110	applied	unique(applied:16260)
cerlain	110	certain	unique(certain:30261)
burean	110	bureau	dominant(bureau:13251>>buran:2)
nerson	110	person	dominant(person:339208>>nelson:274)
exemptee	110	exempted	unique(exempted:4227)
amendcd	109	amended	unique(amended:239647)
satd	109	said	dominant(said:424830>>sand:3947)
jonger	109	longer	dominant(longer:10339>>conger:6)
cighteon	109	eighteen	dominant(eighteen:14650>>lighten:5)
eacn	109	each	dominant(each:290687>>earn:830)
sehools	108	schools	unique(schools:50360)
cascs	108	cases	dominant(cases:29152>>casts:72)
hducation	108	education	unique(education:130034)
recciving	108	receiving	unique(receiving:22301)
prineipal	108	principal	unique(principal:40295)
attorncy	108	attorney	unique(attorney:55433)
resvlution	108	resolution	unique(resolution:77952)
expenscs	108	expenses	unique(expenses:58746)
limtation	108	limitation	unique(limitation:9473)
wuheereas	108	whereas	unique(whereas:32050)
seciion	108	section	unique(section:1401134)
meneing	108	mending	unique(mending:102)
hcensee	108	licensee	dominant(licensee:30600>>cense:481)
goptember	108	september	unique(september:59602)
nincty	107	ninety	unique(ninety:11756)
treasurv	107	treasury	dominant(treasury:27801>>treasure:297)
bouds	107	bonds	dominant(bonds:113404>>bounds:390)
aceruing	107	accruing	unique(accruing:2039)
fullows	107	follows	dominant(follows:158722>>fellows:244)
tapproved	107	approved	unique(approved:173431)
excent	107	except	dominant(except:119171>>extent:34383)
wuaereas	107	whereas	unique(whereas:32050)
thercafter	106	thereafter	unique(thereafter:34064)
bemg	106	berg	dominant(berg:272>>beg:41)
passago	106	passage	unique(passage:11174)
elcction	106	election	unique(election:122961)
diree	106	dire	dominant(dire:203>>direr:0)
eouncil	106	council	unique(council:71054)
apnear	106	appear	dominant(appear:27291>>apnea:6)
couuty	105	county	unique(county:512140)
gounty	105	county	dominant(county:512140>>bounty:217)
whivh	105	which	dominant(which:638761>>whish:2)
heroby	105	hereby	dominant(hereby:106164>>herby:4)
umended	105	amended	dominant(amended:239647>>mended:438)
nincteen	105	nineteen	unique(nineteen:3372)
thereoi	105	thereof	dominant(thereof:160014>>thereon:29056)
recelve	105	receive	unique(receive:75091)
civie	105	civil	dominant(civil:72956>>civic:1059)
cuapterr	105	chapter	dominant(chapter:358685>>chapters:3156)
calfed	105	called	dominant(called:12133>>calked:0)
afler	104	after	dominant(after:209066>>adler:5)
assoviation	104	association	unique(association:45453)
sewering	104	severing	dominant(severing:91>>skewering:0)
ereek	104	creek	dominant(creek:5238>>greek:65)
svhool	104	school	dominant(school:196893>>shool:6)
apphcable	104	applicable	unique(applicable:47917)
schocl	104	school	dominant(school:196893>>schorl:0)
engincering	104	engineering	unique(engineering:5808)
revistration	104	registration	unique(registration:36402)
eack	104	each	dominant(each:290687>>lack:3352)
itshall	103	shall	dominant(shall:2006583>>install:1905)
delinguent	103	delinquent	unique(delinquent:12605)
paic	103	paid	dominant(paid:133709>>pain:633)
relatiny	103	relating	unique(relating:116899)
cightecn	103	eighteen	dominant(eighteen:14650>>lighten:5)
tunds	103	funds	dominant(funds:130199>>tends:309)
vach	103	each	dominant(each:290687>>bach:310)
triets	103	tries	dominant(tries:273>>triers:18)
provisicns	103	provisions	unique(provisions:211160)
jaid	102	said	dominant(said:424830>>paid:133709)
servives	102	services	dominant(services:187802>>survives:209)
tazes	102	taxes	dominant(taxes:51697>>takes:11074)
highwav	102	highway	unique(highway:40778)
deddeh	102	deeded	dominant(deeded:1010>>dodder:45)
suretics	101	sureties	unique(sureties:3499)
eounties	101	counties	dominant(counties:53758>>bounties:43)
trensurer	101	treasurer	unique(treasurer:44599)
aceredited	101	accredited	unique(accredited:3502)
stch	101	such	dominant(such:874514>>stich:237)
oceurring	101	occurring	unique(occurring:5561)
poliey	101	policy	dominant(policy:29258>>polity:8)
biats	101	boats	dominant(boats:1148>>bias:339)
traming	101	trading	dominant(trading:868>>framing:178)
habilities	100	abilities	unique(abilities:583)
approprie	100	appropriate	unique(appropriate:48938)
schoul	100	school	dominant(school:196893>>schorl:0)
aceord	100	accord	unique(accord:2991)
legisiature	100	legislature	unique(legislature:98674)
enginecring	100	engineering	unique(engineering:5808)
agencv	100	agency	unique(agency:176766)
appropnated	100	appropriated	dominant(appropriated:49869>>approbated:0)
reeall	100	recall	unique(recall:4348)
jannary	99	january	unique(january:80723)
attomey	99	attorney	dominant(attorney:55433>>atomy:0)
twenticth	99	twentieth	unique(twentieth:1334)
dircetors	99	directors	unique(directors:36359)
officcrs	99	officers	unique(officers:66657)
eonditions	99	conditions	unique(conditions:48102)
enst	99	east	dominant(east:15919>>ens:164)
ordinanees	99	ordinances	unique(ordinances:11132)
emount	99	amount	dominant(amount:233789>>mount:1643)
caapter	99	chapter	unique(chapter:358685)
klehs	99	less	dominant(less:95989>>keeps:409)
soction	98	section	dominant(section:1401134>>suction:369)
mauner	98	manner	dominant(manner:84354>>mainer:4)
procecds	98	proceeds	unique(proceeds:18280)
decm	98	deem	dominant(deem:9438>>dec:485)
beforo	98	before	unique(before:109151)
twonty	98	twenty	unique(twenty:59230)
specitied	98	specified	unique(specified:117730)
ereate	98	create	unique(create:8069)
cducation	98	education	unique(education:130034)
offieer	98	officer	unique(officer:108773)
governur	98	governor	unique(governor:106610)
ineome	98	income	unique(income:58489)
neople	98	people	unique(people:109507)
transmittals	98	transmittal	dominant(transmittal:779>>transmittal's:0)
distnct	98	distinct	unique(distinct:1635)
nonoperation	98	cooperation	dominant(cooperation:5283>>nonoperative:23)
feptember	98	september	unique(september:59602)
nonsecure	98	insecure	unique(insecure:57)
aceording	97	according	unique(according:13089)
boarp	97	board	dominant(board:460792>>boar:188)
ratificd	97	ratified	unique(ratified:10865)
preperty	96	property	unique(property:232058)
cqual	96	equal	unique(equal:37809)
thoreof	96	thereof	unique(thereof:160014)
judgo	96	judge	dominant(judge:32939>>judo:5)
intorest	96	interest	unique(interest:116850)
procceding	96	proceeding	unique(proceeding:29993)
tnat	96	that	dominant(that:864378>>nat:193)
thenve	96	thence	unique(thence:40598)
shalj	96	shall	dominant(shall:2006583>>shalt:287)
reyuire	96	require	unique(require:57624)
construetion	96	construction	unique(construction:56614)
cocurricular	96	curricular	unique(curricular:96)
alguist	96	august	dominant(august:27471>>anguish:25)
nonrepresented	96	unrepresented	unique(unrepresented:228)
apphed	95	applied	dominant(applied:16260>>apples:1323)
afier	95	after	dominant(after:209066>>afire:0)
cffice	95	office	unique(office:138824)
vrovided	95	provided	unique(provided:300880)
houndary	95	boundary	unique(boundary:13920)
ineurring	95	incurring	unique(incurring:2543)
upcn	95	upon	unique(upon:281887)
furnd	95	fund	unique(fund:186336)
elaims	94	claims	unique(claims:34510)
dicgo	94	diego	dominant(diego:15849>>dingo:1)
commissionors	94	commissioners	unique(commissioners:16388)
avenne	94	avenue	dominant(avenue:8626>>avenge:0)
subseribe	94	subscribe	unique(subscribe:1450)
eyual	94	equal	unique(equal:37809)
leyislature	94	legislature	unique(legislature:98674)
withir	94	within	dominant(within:253350>>wither:18)
filine	94	filing	dominant(filing:45746>>feline:3)
aetion	94	action	unique(action:96805)
schcol	94	school	unique(school:196893)
eorner	94	corner	dominant(corner:12967>>earner:168)
loval	94	local	dominant(local:127353>>loyal:115)
reambursement	94	reimbursement	unique(reimbursement:32291)
ccee	93	cree	unique(cree:1018)
hercinbefore	93	hereinbefore	unique(hereinbefore:4838)
baving	93	having	dominant(having:44420>>paving:678)
seere	93	severe	dominant(severe:2588>>seer:385)
exeeeding	93	exceeding	unique(exceeding:22910)
eretion	93	erection	unique(erection:2193)
undcr	93	under	unique(under:386358)
streot	93	street	unique(street:31751)
deserip	93	desert	dominant(desert:1397>>deserve:79)
houndaries	93	boundaries	unique(boundaries:21350)
produets	93	products	unique(products:18419)
kelative	93	relative	dominant(relative:20205>>elative:9)
apphcant	93	applicant	unique(applicant:47858)
pavments	93	payments	dominant(payments:31334>>pavements:56)
hereaiter	92	hereafter	unique(hereafter:19758)
fourtcen	92	fourteen	unique(fourteen:3684)
cntitled	92	entitled	dominant(entitled:50404>>untitled:6)
amcunt	92	amount	unique(amount:233789)
issnance	92	issuance	unique(issuance:30015)
disirict	92	district	unique(district:378970)
eollected	92	collected	unique(collected:32522)
amendec	92	amended	dominant(amended:239647>>amender:5)
califcrnia	92	california	unique(california:322009)
inelusion	92	inclusion	unique(inclusion:4985)
cortificate	91	certificate	unique(certificate:70185)
mouthly	91	monthly	dominant(monthly:25481>>mouthy:1)
aets	91	acts	dominant(acts:26740>>arts:3861)
uniess	91	unless	unique(unless:96445)
monoy	91	money	dominant(money:62085>>mono:1256)
approprias	91	appropriate	dominant(appropriate:48938>>appropriates:597)
persuns	91	persons	unique(persons:105811)
vther	91	other	dominant(other:450272>>ether:234)
offivial	91	official	unique(official:38179)
ineorporated	91	incorporated	unique(incorporated:11875)
immediatelv	91	immediately	unique(immediately:59281)
highwavs	91	highways	unique(highways:20097)
nonbid	91	forbid	dominant(forbid:149>>morbid:17)
xiib	91	xi	dominant(xi:8065>>limb:317)
ainended	90	amended	dominant(amended:239647>>intended:11597)
fands	90	funds	dominant(funds:130199>>lands:41246)
cighth	90	eighth	unique(eighth:4265)
cceeee	90	cheese	dominant(cheese:2076>>creese:0)
estabhsh	90	establish	unique(establish:39160)
thereatter	90	thereafter	unique(thereafter:34064)
durmg	90	during	dominant(during:95570>>drug:16468)
artivle	90	article	unique(article:188766)
direet	90	direct	dominant(direct:25194>>direst:6)
govetnor	90	governor	unique(governor:106610)
pnor	90	nor	dominant(nor:36413>>poor:1018)
califernia	90	california	unique(california:322009)
emploving	90	employing	unique(employing:4854)
emplovers	90	employers	unique(employers:6540)
sbull	89	bull	dominant(bull:371>>stull:42)
troasurer	89	treasurer	unique(treasurer:44599)
paymont	89	payment	unique(payment:105517)
monoys	89	moneys	dominant(moneys:32228>>mono's:0)
eharter	89	charter	unique(charter:59157)
hundrod	89	hundred	unique(hundred:155499)
maintenanee	89	maintenance	unique(maintenance:29243)
provisiors	89	provisions	unique(provisions:211160)
buver	89	buyer	dominant(buyer:7967>>buber:4)
qeptember	89	september	unique(september:59602)
bhall	88	shall	dominant(shall:2006583>>hall:2702)
necessury	88	necessary	unique(necessary:134999)
evory	88	every	dominant(every:68289>>ivory:11)
scclion	88	section	dominant(section:1401134>>suction:369)
venicle	88	vehicle	dominant(vehicle:96382>>venice:119)
territorv	88	territory	unique(territory:25985)
calrfornia	87	california	unique(california:322009)
seventcen	87	seventeen	unique(seventeen:2978)
hosemen	87	horsemen	dominant(horsemen:1320>>housemen:6)
ordimance	87	ordinance	unique(ordinance:44097)
wnich	87	which	dominant(which:638761>>winch:25)
applv	87	apply	dominant(apply:71724>>apple:475)
seclions	87	sections	unique(sections:105691)
eompensation	87	compensation	unique(compensation:66702)
resolvcd	87	resolved	unique(resolved:24165)
witk	87	with	dominant(with:812535>>wit:7995)
cireulation	87	circulation	unique(circulation:9775)
